timestamp,Adj Close,rate
2024-03-20,175.697,0.025812139470795525
2024-03-21,172.746,-0.01679596122870619
2024-03-22,170.707,-0.011803457098861991
2024-03-23,170.707,0.0
2024-03-24,170.707,0.0
2024-03-25,172.596,0.011065744228414776
2024-03-26,177.616,0.029085262694384717
2024-03-27,179.837,0.012504504098729718
2024-03-28,175.957,-0.021575093000884116
2024-03-29,175.957,0.0
2024-03-30,175.957,0.0
2024-03-31,175.957,0.0
2024-04-01,175.116,-0.004779576828429555
2024-04-02,166.557,-0.04887617350784634
2024-04-03,168.337,0.0106870320671002
2024-04-04,171.046,0.016092718772462433
2024-04-05,164.847,-0.03624171275563293
2024-04-06,164.847,0.0
2024-04-07,164.847,0.0
2024-04-08,172.906,0.04888775652574817
2024-04-09,176.866,0.02290261760725487
2024-04-10,171.736,-0.029005009442176655
2024-04-11,174.507,0.016135230819397384
2024-04-12,170.996,-0.020119536752107314
2024-04-13,170.996,0.0
2024-04-14,170.996,0.0
2024-04-15,161.436,-0.05590774053194225
2024-04-16,157.007,-0.027435020689313472
2024-04-17,155.367,-0.010445394154400822
2024-04-18,149.826,-0.03566394408078932
2024-04-19,147.007,-0.01881515891767771
2024-04-20,147.007,0.0
2024-04-21,147.007,0.0
2024-04-22,142.017,-0.03394396185215676
2024-04-23,144.586,0.018089383665335967
2024-04-24,161.976,0.12027443874234
2024-04-25,170.197,0.05075443275546987
2024-04-26,168.226,-0.011580697662120998
2024-04-27,168.226,0.0
2024-04-28,168.226,0.0
2024-04-29,194.036,0.1534245598183397
2024-04-30,183.196,-0.05586592178770955
2024-05-01,179.887,-0.0180626214546169
2024-05-02,179.977,0.0005003140860651012
2024-05-03,181.117,0.006334142696011069
2024-05-04,181.117,0.0
2024-05-05,181.117,0.0
2024-05-06,184.776,0.020202410596465326
2024-05-07,177.747,-0.03804065463047146
2024-05-08,174.607,-0.017665558349789334
2024-05-09,171.897,-0.01552056904935084
2024-05-10,168.426,-0.02019232447337649
2024-05-11,168.426,0.0
2024-05-12,168.426,0.0
2024-05-13,171.887,0.020549083870661455
2024-05-14,177.557,0.03298678783154041
2024-05-15,173.937,-0.02038781912287313
2024-05-16,174.797,0.0049443189200686355
2024-05-17,177.566,0.015841232973105912
2024-05-18,177.566,0.0
2024-05-19,177.566,0.0
2024-05-20,174.936,-0.014811394073189654
2024-05-21,186.587,0.06660149997713449
2024-05-22,180.087,-0.034836296204987516
2024-05-23,173.727,-0.035316263805827086
2024-05-24,179.117,0.031025689731590367
2024-05-25,179.117,0.0
2024-05-26,179.117,0.0
2024-05-27,179.117,0.0
2024-05-28,176.706,-0.013460475555084117
2024-05-29,176.066,-0.0036218351385917114
2024-05-30,178.707,0.015000056796882877
2024-05-31,178.057,-0.0036372386084484454
2024-06-01,178.057,0.0
2024-06-02,178.057,0.0
2024-06-03,176.317,-0.009772151614370617
2024-06-04,174.677,-0.009301428676758428
2024-06-05,174.926,0.0014254881867674651
2024-06-06,177.496,0.014691926871934546
2024-06-07,177.366,-0.0007324108712308819
2024-06-08,177.366,0.0
2024-06-09,177.366,0.0
2024-06-10,173.727,-0.020516897263286094
2024-06-11,170.547,-0.018304581325873426
2024-06-12,177.216,0.039103590212668626
2024-06-13,182.397,0.029235509209100563
2024-06-14,177.876,-0.024786591884734865
2024-06-15,177.876,0.0
2024-06-16,177.876,0.0
2024-06-17,187.486,0.05402640041377138
2024-06-18,184.826,-0.014187726016875901
2024-06-19,184.826,0.0
2024-06-20,181.566,-0.017638211074199495
2024-06-21,182.936,0.007545465560732767
2024-06-22,182.936,0.0
2024-06-23,182.936,0.0
2024-06-24,182.597,-0.001853107097564144
2024-06-25,187.307,0.025794509219757122
2024-06-26,196.286,0.047937343505581875
2024-06-27,197.346,0.005400283260140748
2024-06-28,197.896,0.0027869832679658924
2024-06-29,197.896,0.0
2024-06-30,197.896,0.0
2024-07-01,209.946,0.06089056878360366
2024-07-02,231.236,0.10140702847398853
2024-07-03,246.537,0.0661704924838693
2024-07-04,246.537,0.0
2024-07-05,251.266,0.01918170497734617
2024-07-06,251.266,0.0
2024-07-07,251.266,0.0
2024-07-08,252.817,0.006172741238368973
2024-07-09,262.407,0.037932575736599805
2024-07-10,263.216,0.003082997023707623
2024-07-11,240.637,-0.08578125949790294
2024-07-12,247.806,0.02979176103425507
2024-07-13,247.806,0.0
2024-07-14,247.806,0.0
2024-07-15,252.817,0.020221463564239706
2024-07-16,256.427,0.014279103066645149
2024-07-17,247.766,-0.03377569444715267
2024-07-18,248.796,0.004157148277003309
2024-07-19,238.937,-0.03962684287528728
2024-07-20,238.937,0.0
2024-07-21,238.937,0.0
2024-07-22,251.416,0.05222715611228068
2024-07-23,246.277,-0.02044022655678246
2024-07-24,215.626,-0.12445741989710768
2024-07-25,220.197,0.021198742266702597
2024-07-26,219.207,-0.004495974059592123
2024-07-27,219.207,0.0
2024-07-28,219.207,0.0
2024-07-29,232.006,0.05838773396834962
2024-07-30,222.657,-0.04029637164556088
2024-07-31,231.966,0.0418087012759536
2024-08-01,216.877,-0.06504832604778288
2024-08-02,207.606,-0.042747732585751486
2024-08-03,207.606,0.0
2024-08-04,207.606,0.0
2024-08-05,198.737,-0.04272034526940449
2024-08-06,200.197,0.0073463924684382675
2024-08-07,191.556,-0.04316248495232189
2024-08-08,198.746,0.037534715696715404
2024-08-09,199.826,0.0054340716291145785
2024-08-10,199.826,0.0
2024-08-11,199.826,0.0
2024-08-12,197.197,-0.013156446108114062
2024-08-13,207.786,0.05369757146406884
2024-08-14,201.317,-0.03113299259815383
2024-08-15,214.106,0.06352667683305424
2024-08-16,216.107,0.009345838042838617
2024-08-17,216.107,0.0
2024-08-18,216.107,0.0
2024-08-19,222.316,0.02873113781598935
2024-08-20,221.077,-0.00557314813148857
2024-08-21,222.556,0.0066899767954151645
2024-08-22,210.447,-0.05440877801542088
2024-08-23,220.226,0.04646775672734704
2024-08-24,220.226,0.0
2024-08-25,220.226,0.0
2024-08-26,213.207,-0.03187180441909676
2024-08-27,209.026,-0.01961005032667773
2024-08-28,205.616,-0.016313760010716383
2024-08-29,205.997,0.0018529686405728274
2024-08-30,214.246,0.04004427248940523
2024-08-31,214.246,0.0
2024-09-01,214.246,0.0
2024-09-02,214.246,0.0
2024-09-03,210.066,-0.019510282572370086
2024-09-04,219.346,0.044176592118667424
2024-09-05,229.676,0.04709454469194774
2024-09-06,210.296,-0.08437973493094619
2024-09-07,210.296,0.0
2024-09-08,210.296,0.0
2024-09-09,216.227,0.02820310419599048
2024-09-10,226.037,0.045368987221762413
2024-09-11,227.696,0.007339506364002268
2024-09-12,229.747,0.00900762420068868
2024-09-13,230.007,0.0011316796302018872
2024-09-14,230.007,0.0
2024-09-15,230.007,0.0
2024-09-16,226.677,-0.01447782024025357
2024-09-17,227.837,0.0051174137649607765
2024-09-18,226.857,-0.004301320681013188
2024-09-19,243.167,0.07189551126921367
2024-09-20,238.206,-0.02040161699572729
2024-09-21,238.206,0.0
2024-09-22,238.206,0.0
2024-09-23,249.897,0.04907936827787718
2024-09-24,254.267,0.017487204728348082
2024-09-25,256.646,0.009356306559640037
2024-09-26,253.756,-0.011260646961183896
2024-09-27,260.437,0.02632844149497937
2024-09-28,260.437,0.0
2024-09-29,260.437,0.0
2024-09-30,261.606,0.004488609529367915
2024-10-01,257.856,-0.014334533611614408
2024-10-02,248.976,-0.034437825763216634
2024-10-03,240.597,-0.033653846153846145
2024-10-04,249.917,0.03873697510775287
2024-10-05,249.917,0.0
2024-10-06,249.917,0.0
2024-10-07,240.856,-0.03625603700428548
2024-10-08,244.367,0.014577174743415133
2024-10-09,240.976,-0.013876669108349282
2024-10-10,238.496,-0.010291481309341988
2024-10-11,217.686,-0.08725513216154568
2024-10-12,217.686,0.0
2024-10-13,217.686,0.0
2024-10-14,219.097,0.006481813253953028
2024-10-15,219.517,0.0019169591550773912
2024-10-16,221.226,0.007785274033446088
2024-10-17,220.897,-0.001487166969524445
2024-10-18,220.427,-0.0021276884701919574
2024-10-19,220.427,0.0
2024-10-20,220.427,0.0
2024-10-21,218.447,-0.008982565656657227
2024-10-22,217.866,-0.002659684042353505
2024-10-23,213.627,-0.019456913882845428
2024-10-24,260.537,0.2195883479148233
2024-10-25,268.386,0.030126239267359578
2024-10-26,268.386,0.0
2024-10-27,268.386,0.0
2024-10-28,262.427,-0.022203095541496243
2024-10-29,259.396,-0.011549878632915123
2024-10-30,257.567,-0.007050995389288994
2024-10-31,249.706,-0.030520214157869652
2024-11-01,248.887,-0.0032798571119636577
2024-11-02,248.887,0.0
2024-11-03,248.887,0.0
2024-11-04,242.696,-0.024874742352955392
2024-11-05,251.437,0.036016250782872516
2024-11-06,288.517,0.14747232905260566
2024-11-07,296.606,0.02803647618684524
2024-11-08,321.016,0.082297728299495
2024-11-09,321.016,0.0
2024-11-10,321.016,0.0
2024-11-11,350.316,0.09127270914845353
2024-11-12,328.146,-0.06328571917925518
2024-11-13,330.076,0.005881528344090725
2024-11-14,311.086,-0.05753220470437115
2024-11-15,320.497,0.030252084632545362
2024-11-16,320.497,0.0
2024-11-17,320.497,0.0
2024-11-18,338.646,0.05662767514204492
2024-11-19,345.927,0.0215003277759076
2024-11-20,341.137,-0.013846852081508598
2024-11-21,339.526,-0.004722442889513623
2024-11-22,352.526,0.03828867303240391
2024-11-23,352.526,0.0
2024-11-24,352.526,0.0
2024-11-25,338.006,-0.04118845134826943
2024-11-26,337.787,-0.0006479174925888564
2024-11-27,332.927,-0.014387765070887792
2024-11-28,332.927,0.0
2024-11-29,344.707,0.03538313203795429
2024-11-30,344.707,0.0
2024-12-01,344.707,0.0
2024-12-02,356.366,0.03382292787787877
2024-12-03,351.016,-0.015012655528305108
2024-12-04,357.407,0.018207147252546685
2024-12-05,369.366,0.033460452649220596
2024-12-06,389.337,0.05406832247689275
2024-12-07,389.337,0.0
2024-12-08,389.337,0.0
2024-12-09,389.826,0.0012559813220938132
2024-12-10,400.926,0.028474242354280976
2024-12-11,424.726,0.05936257563739944
2024-12-12,418.096,-0.015610063900020288
2024-12-13,435.996,0.04281313382572427
2024-12-14,435.996,0.0
2024-12-15,435.996,0.0
2024-12-16,462.817,0.06151661941852682
2024-12-17,479.166,0.035324977258830215
2024-12-18,440.867,-0.07992845903089951
2024-12-19,436.126,-0.010753810105995742
2024-12-20,420.996,-0.03469180924778614
2024-12-21,420.996,0.0
2024-12-22,420.996,0.0
2024-12-23,430.306,0.022114224363176893
2024-12-24,460.396,0.06992698219406668
2024-12-25,460.396,0.0
2024-12-26,453.906,-0.014096560352392262
2024-12-27,431.686,-0.048952866893145375
2024-12-28,431.686,0.0
2024-12-29,431.686,0.0
2024-12-30,416.957,-0.03411970737990111
2024-12-31,404.377,-0.030170976863321597
