timestamp,open,high,low,close
1704067200000,248.347,248.347,248.347,248.347
1704153600000,249.997,251.196,244.396,248.437
1704240000000,244.957,245.607,236.296,238.427
1704326400000,238.996,242.657,237.706,237.967
1704412800000,236.726,240.067,234.996,237.406
1704499200000,237.406,237.406,237.406,237.406
1704585600000,237.406,237.406,237.406,237.406
1704672000000,236.157,241.197,235.226,240.326
1704758400000,238.067,238.937,232.026,234.817
1704844800000,235.047,235.426,231.247,233.647
1704931200000,230.466,230.887,225.346,227.037
1705017600000,219.887,225.307,217.146,218.306
1705104000000,218.306,218.306,218.306,218.306
1705190400000,218.306,218.306,218.306,218.306
1705276800000,218.306,218.306,218.306,218.306
1705363200000,215.026,223.447,212.126,219.906
1705449600000,214.796,215.637,212.006,215.516
1705536000000,216.547,217.307,208.697,211.816
1705622400000,209.726,213.157,207.556,212.097
1705708800000,212.097,212.097,212.097,212.097
1705795200000,212.097,212.097,212.097,212.097
1705881600000,212.016,217.747,206.226,208.657
1705968000000,211.136,215.606,207.707,208.976
1706054400000,211.767,212.667,206.766,207.797
1706140800000,189.477,192.616,180.046,182.546
1706227200000,185.396,186.456,182.096,183.206
1706313600000,183.206,183.206,183.206,183.206
1706400000000,183.206,183.206,183.206,183.206
1706486400000,185.546,191.427,183.646,190.906
1706572800000,195.206,196.327,190.596,191.577
1706659200000,186.887,193.877,185.796,187.196
1706745600000,188.277,189.776,184.236,188.816
1706832000000,184.967,188.647,182.176,187.747
1706918400000,187.747,187.747,187.747,187.747
1707004800000,187.747,187.747,187.747,187.747
1707091200000,184.197,184.487,174.996,181.007
1707177600000,177.096,186.457,177.056,184.987
1707264000000,188.146,189.767,182.666,187.507
1707350400000,188.866,191.587,185.547,189.467
1707436800000,190.146,194.037,189.386,193.537
1707523200000,193.537,193.537,193.537,193.537
1707609600000,193.537,193.537,193.537,193.537
1707696000000,192.066,194.676,187.266,188.096
1707782400000,183.936,187.226,182.096,183.967
1707868800000,185.007,188.856,183.337,188.447
1707955200000,189.166,200.867,188.796,200.446
1708041600000,201.997,203.127,197.376,199.917
1708128000000,199.917,199.917,199.917,199.917
1708214400000,199.917,199.917,199.917,199.917
1708300800000,199.917,199.917,199.917,199.917
1708387200000,196.097,198.517,189.116,193.717
1708473600000,193.126,199.407,191.946,194.766
1708560000000,194.107,198.297,191.336,197.256
1708646400000,195.296,197.507,191.706,191.816
1708732800000,191.816,191.816,191.816,191.816
1708819200000,191.816,191.816,191.816,191.816
1708905600000,192.207,201.747,191.966,199.317
1708992000000,203.897,205.546,198.246,199.656
1709078400000,200.097,205.257,198.377,202.017
1709164800000,204.177,205.217,198.437,201.716
1709251200000,200.416,204.467,198.496,202.567
1709337600000,202.567,202.567,202.567,202.567
1709424000000,202.567,202.567,202.567,202.567
1709510400000,198.587,199.666,186.706,188.127
1709596800000,183.037,184.566,177.556,180.717
1709683200000,179.996,181.477,173.696,176.437
1709769600000,174.146,179.987,173.696,178.576
1709856000000,181.396,182.577,174.696,175.336
1709942400000,175.336,175.336,175.336,175.336
1710028800000,175.336,175.336,175.336,175.336
1710115200000,175.256,182.837,174.796,177.786
1710201600000,177.757,179.396,172.406,177.376
1710288000000,172.977,175.927,169.146,169.477
1710374400000,167.606,171.127,160.506,162.506
1710460800000,162.937,165.157,160.766,163.536
1710547200000,163.536,163.536,163.536,163.536
1710633600000,163.536,163.536,163.536,163.536
1710720000000,169.957,174.676,165.877,173.756
1710806400000,172.126,172.776,167.386,171.276
1710892800000,172.856,176.227,170.796,175.697
1710979200000,176.296,178.106,171.796,172.746
1711065600000,166.577,171.166,166.207,170.707
1711152000000,170.707,170.707,170.707,170.707
1711238400000,170.707,170.707,170.707,170.707
1711324800000,168.746,175.187,168.506,172.596
1711411200000,178.546,184.227,177.366,177.616
1711497600000,181.386,181.847,175.996,179.837
1711584000000,177.167,179.517,175.306,175.957
1711670400000,175.957,175.957,175.957,175.957
1711756800000,175.957,175.957,175.957,175.957
1711843200000,175.957,175.957,175.957,175.957
1711929600000,175.996,176.687,170.196,175.116
1712016000000,164.697,167.677,163.426,166.557
1712102400000,164.033,168.787,163.267,168.337
1712188800000,170.046,177.156,167.996,171.046
1712275200000,168.996,170.827,160.506,164.847
1712361600000,164.847,164.847,164.847,164.847
1712448000000,164.847,164.847,164.847,164.847
1712534400000,169.197,174.456,167.687,172.906
1712620800000,172.907,179.177,171.936,176.866
1712707200000,172.996,174.897,169.996,171.736
1712793600000,172.426,175.866,168.506,174.507
1712880000000,172.266,173.717,170.356,170.996
1712966400000,170.996,170.996,170.996,170.996
1713052800000,170.996,170.996,170.996,170.996
1713139200000,170.157,170.617,161.266,161.436
1713225600000,156.696,158.157,153.736,157.007
1713312000000,157.597,158.296,153.767,155.367
1713398400000,151.097,152.177,148.666,149.826
1713484800000,148.637,150.886,146.206,147.007
1713571200000,147.007,147.007,147.007,147.007
1713657600000,147.007,147.007,147.007,147.007
1713744000000,140.516,144.417,138.796,142.017
1713830400000,143.096,147.227,141.106,144.586
1713916800000,162.617,167.927,157.527,161.976
1714003200000,158.847,170.767,158.356,170.197
1714089600000,168.856,172.097,166.366,168.226
1714176000000,168.226,168.226,168.226,168.226
1714262400000,168.226,168.226,168.226,168.226
1714348800000,188.387,198.796,184.527,194.036
1714435200000,187.057,190.927,182.826,183.196
1714521600000,181.826,185.807,178.997,179.887
1714608000000,182.896,184.527,175.996,179.977
1714694400000,182.097,184.717,178.416,181.117
1714780800000,181.117,181.117,181.117,181.117
1714867200000,181.117,181.117,181.117,181.117
1714953600000,183.796,187.507,182.196,184.776
1715040000000,182.296,183.176,177.386,177.747
1715126400000,171.507,176.016,170.136,174.607
1715212800000,175.016,175.536,171.366,171.897
1715299200000,172.776,173.007,167.746,168.426
1715385600000,168.426,168.426,168.426,168.426
1715472000000,168.426,168.426,168.426,168.426
1715558400000,169.796,175.386,169.016,171.887
1715644800000,174.497,179.467,174.066,177.557
1715731200000,179.896,179.906,173.097,173.937
1715817600000,174.036,175.757,171.427,174.797
1715904000000,173.526,179.617,172.727,177.566
1715990400000,177.566,177.566,177.566,177.566
1716076800000,177.566,177.566,177.566,177.566
1716163200000,177.556,177.667,173.506,174.936
1716249600000,175.107,186.847,174.776,186.587
1716336000000,182.746,183.757,178.116,180.087
1716422400000,181.696,181.697,173.246,173.727
1716508800000,174.796,180.056,173.696,179.117
1716595200000,179.117,179.117,179.117,179.117
1716681600000,179.117,179.117,179.117,179.117
1716768000000,179.117,179.117,179.117,179.117
1716854400000,176.166,178.207,173.136,176.706
1716940800000,174.117,178.086,173.896,176.066
1717027200000,178.217,182.636,175.366,178.707
1717113600000,178.456,180.267,173.806,178.057
1717200000000,178.057,178.057,178.057,178.057
1717286400000,178.057,178.057,178.057,178.057
1717372800000,178.047,182.576,174.466,176.317
1717459200000,174.717,177.747,174.006,174.677
1717545600000,175.286,176.117,172.126,174.926
1717632000000,174.346,179.707,172.726,177.496
1717718400000,176.017,179.317,175.537,177.366
1717804800000,177.366,177.366,177.366,177.366
1717891200000,177.366,177.366,177.366,177.366
